Magazyn;Indeks;Jednostka miary;Stan;Stan minimalny;Wartoœæ;Nazwa;EAN-13;Symbol SWW PKWiU;Jednostka miary;
1;1135;100 szt;4,93;0;98,6;£¹cznik term. 220;;;100 szt;"insert into stany_mag (1,1135,'100 szt',4,93,0,98,6,'£¹cznik term. 220','100 szt');"
1;1136;szt;5;0;4,95;Tarcza do metalu 115x2,5;;;szt;"insert into stany_mag (1,1136,'szt',5,0,4,95,'Tarcza do metalu 115x2,5','szt');"
1;1137;szt;10;0;12,6;Tarcza do metalu 125x2,5;;;szt;"insert into stany_mag (1,1137,'szt',10,0,12,6,'Tarcza do metalu 125x2,5','szt');"
1;1138;szt;0;0;0;Tarcza do metalu 115x1,5;;;szt;"insert into stany_mag (1,1138,'szt',0,0,0,'Tarcza do metalu 115x1,5','szt');"
1;1139;szt;1;0;1,95;Tarcza do metalu 125x1,5;;;szt;"insert into stany_mag (1,1139,'szt',1,0,1,95,'Tarcza do metalu 125x1,5','szt');"
1;114;m2;0;0;0;P³yta Rockmin  gr.  50 mm;;26.82.16-10.23;m2;"insert into stany_mag (1,114,'m2',0,0,0,'P³yta Rockmin  gr.  50 mm','m2');"
1;1140;szt;26;0;28,16;Pêdzel kaloryferowy 50;;;szt;"insert into stany_mag (1,1140,'szt',26,0,28,16,'Pêdzel kaloryferowy 50','szt');"
1;1141;szt;7;0;38,64;Pêdzel tapetowy 140;;;szt;"insert into stany_mag (1,1141,'szt',7,0,38,64,'Pêdzel tapetowy 140','szt');"
1;1142;szt;18;0;59,94;Pêdzel tapetowy 110;;;szt;"insert into stany_mag (1,1142,'szt',18,0,59,94,'Pêdzel tapetowy 110','szt');"
1;1143;100 szt;3,06;0;28,12;Ko³ek do pus. prze.10/3,5x60;;;100 szt;"insert into stany_mag (1,1143,'100 szt',3,06,0,28,12,'Ko³ek do pus. prze.10/3,5x60','100 szt');"
1;1144;100 szt;0,17;0;2,04;Haki rozp.sufit 10;;;100 szt;"insert into stany_mag (1,1144,'100 szt',0,17,0,2,04,'Haki rozp.sufit 10','100 szt');"
1;1145;szt;8;0;105,6;Goldbant 10 kg;;;szt;"insert into stany_mag (1,1145,'szt',8,0,105,6,'Goldbant 10 kg','szt');"
1;1146;szt;0;0;0;Wa³ek 18 cm elitakolor;;;szt;"insert into stany_mag (1,1146,'szt',0,0,0,'Wa³ek 18 cm elitakolor','szt');"
1;1147;szt;5;0;29;Wa³ek 18 cm geparakryl;;;szt;"insert into stany_mag (1,1147,'szt',5,0,29,'Wa³ek 18 cm geparakryl','szt');"
1;1148;100 szt;0,82;0;5,86;Hak sufitowy 8;;;100 szt;"insert into stany_mag (1,1148,'100 szt',0,82,0,5,86,'Hak sufitowy 8','100 szt');"
1;1149;100 szt;2,4;0;25,19;Hak prosty 10;;;100 szt;"insert into stany_mag (1,1149,'100 szt',2,4,0,25,19,'Hak prosty 10','100 szt');"
1;115;m2;42;0;321,72;P³yta Rockmin  gr.100 mm;;26.82.16-10.23;m2;"insert into stany_mag (1,115,'m2',42,0,321,72,'P³yta Rockmin  gr.100 mm','m2');"
1;1150;100 szt;1,53;0;13,17;Hak prosty 8;;;100 szt;"insert into stany_mag (1,1150,'100 szt',1,53,0,13,17,'Hak prosty 8','100 szt');"
1;1151;kpl;2;0;6,14;Ostrze hakowe 5 szt;;;kpl;"insert into stany_mag (1,1151,'kpl',2,0,6,14,'Ostrze hakowe 5 szt','kpl');"
1;1152;szt;6;0;20,13;Tarcza beton p³aska 230x3,;;;szt;"insert into stany_mag (1,1152,'szt',6,0,20,13,'Tarcza beton p³aska 230x3,','szt');"
1;1153;szt;4;0;8,84;Tarcza beton p³aska 180x3,;;;szt;"insert into stany_mag (1,1153,'szt',4,0,8,84,'Tarcza beton p³aska 180x3,','szt');"
1;1154;szt;2;0;6,4;Tarcza metal wypuk³a 230x3,;;;szt;"insert into stany_mag (1,1154,'szt',2,0,6,4,'Tarcza metal wypuk³a 230x3,','szt');"
1;1155;szt;3;0;6,96;Tarcza metal wypuk³a 180x3,;;;szt;"insert into stany_mag (1,1155,'szt',3,0,6,96,'Tarcza metal wypuk³a 180x3,','szt');"
1;1156;szt;0;0;0;Rymid Poziomica 2000mm;;;szt;"insert into stany_mag (1,1156,'szt',0,0,0,'Rymid Poziomica 2000mm','szt');"
1;1157;szt;1;0;38;Rymid Pistolet do pianki;;;szt;"insert into stany_mag (1,1157,'szt',1,0,38,'Rymid Pistolet do pianki','szt');"
1;1158;szt;2;0;29,48;Rymid Nó¿ trapezowy;;;szt;"insert into stany_mag (1,1158,'szt',2,0,29,48,'Rymid Nó¿ trapezowy','szt');"
1;1159;szt;0;0;0;Rymid Wiert³o do betonu 6x100mm;;;szt;"insert into stany_mag (1,1159,'szt',0,0,0,'Rymid Wiert³o do betonu 6x100mm','szt');"
1;116;m2;0;0;0;P³yta Rockmin gr. 150 mm;;26.82.16-10.23;m2;"insert into stany_mag (1,116,'m2',0,0,0,'P³yta Rockmin gr. 150 mm','m2');"
1;1160;szt;0;0;0;Rymid Wiert³o do betonu 10x120mm;;;szt;"insert into stany_mag (1,1160,'szt',0,0,0,'Rymid Wiert³o do betonu 10x120mm','szt');"
1;1161;szt;0;0;0;Rymid Wiert³o do betonu 6x200mm;;;szt;"insert into stany_mag (1,1161,'szt',0,0,0,'Rymid Wiert³o do betonu 6x200mm','szt');"
1;1162;szt;0;0;0;Rymid Wiert³o do betonu 8x200mm;;;szt;"insert into stany_mag (1,1162,'szt',0,0,0,'Rymid Wiert³o do betonu 8x200mm','szt');"
1;1163;szt;0;0;0;Rymid Wiert³o do betonu 10x200mm;;;szt;"insert into stany_mag (1,1163,'szt',0,0,0,'Rymid Wiert³o do betonu 10x200mm','szt');"
1;1164;szt;0;0;0;Rymid Poziomica 120cm;;;szt;"insert into stany_mag (1,1164,'szt',0,0,0,'Rymid Poziomica 120cm','szt');"
1;1165;szt;0;0;0;Rymid Poziomica 150cm;;;szt;"insert into stany_mag (1,1165,'szt',0,0,0,'Rymid Poziomica 150cm','szt');"
1;1166;kpl;0;0;0;"Rymid Ostrza do no¿yków ""Stanley""";;;kpl;"insert into stany_mag (1,1166,'kpl',0,0,0,'Rymid Ostrza do no¿yków ""Stanley""','kpl');"
1;1167;szt;0;0;0;Rymid Tarcza widia 115mm;;;szt;"insert into stany_mag (1,1167,'szt',0,0,0,'Rymid Tarcza widia 115mm','szt');"
1;1168;szt;8;0;6,4;Sewera Kratka malarska 18x21 cm;;;szt;"insert into stany_mag (1,1168,'szt',8,0,6,4,'Sewera Kratka malarska 18x21 cm','szt');"
1;1169;szt;18;0;21,54;Sewera Kratka  malarska 31x26 cm;;;szt;"insert into stany_mag (1,1169,'szt',18,0,21,54,'Sewera Kratka  malarska 31x26 cm','szt');"
1;117;szt;0;0;0;P³yta  G/K  Zwyk³a  12,5/1200/2600;;26.62.10.;szt;"insert into stany_mag (1,117,'szt',0,0,0,'P³yta  G/K  Zwyk³a  12,5/1200/2600','szt');"
1;1170;szt;1;0;10,85;Sewera Teleskop metalowy 3m;;;szt;"insert into stany_mag (1,1170,'szt',1,0,10,85,'Sewera Teleskop metalowy 3m','szt');"
1;1171;szt;9;0;54,07;Sewera Wa³ek elikator 25 cm;;;szt;"insert into stany_mag (1,1171,'szt',9,0,54,07,'Sewera Wa³ek elikator 25 cm','szt');"
1;1172;szt;2;0;13,3;Sewera Wa³ek geparakryl 25 cm;;;szt;"insert into stany_mag (1,1172,'szt',2,0,13,3,'Sewera Wa³ek geparakryl 25 cm','szt');"
1;1173;szt;0;0;0;Rymid Poziomica 400mm Jobi;;;szt;"insert into stany_mag (1,1173,'szt',0,0,0,'Rymid Poziomica 400mm Jobi','szt');"
1;1174;szt;0;0;0;Rymid Poziomica 1500mm Jobi;;;szt;"insert into stany_mag (1,1174,'szt',0,0,0,'Rymid Poziomica 1500mm Jobi','szt');"
1;1175;szt;0;0;0;Rymid Siekierka  600 G;;;szt;"insert into stany_mag (1,1175,'szt',0,0,0,'Rymid Siekierka  600 G','szt');"
1;1176;szt;0;0;0;Rymid Siekierka 800 G;;;szt;"insert into stany_mag (1,1176,'szt',0,0,0,'Rymid Siekierka 800 G','szt');"
1;1177;szt;0;0;0;Rymid Siekierka 1000 G;;;szt;"insert into stany_mag (1,1177,'szt',0,0,0,'Rymid Siekierka 1000 G','szt');"
1;1178;szt;1;0;36,24;Rymid Siekierka 1250 G;;;szt;"insert into stany_mag (1,1178,'szt',1,0,36,24,'Rymid Siekierka 1250 G','szt');"
1;1179;szt;0;0;0;Rymid Siekierka 1600 G;;;szt;"insert into stany_mag (1,1179,'szt',0,0,0,'Rymid Siekierka 1600 G','szt');"
1;118;szt;0;0;0;P³yta  G/K  Zwyk³a  12,5/1200/3000;;26.62.10;szt;"insert into stany_mag (1,118,'szt',0,0,0,'P³yta  G/K  Zwyk³a  12,5/1200/3000','szt');"
1;1180;szt;0;0;0;Rymid Pi³a doreg,150mm har.;;;szt;"insert into stany_mag (1,1180,'szt',0,0,0,'Rymid Pi³a doreg,150mm har.','szt');"
1;1181;szt;0;0;0;Sewera Paca z g¹pk¹ 20mm pomarañczowa;;;szt;"insert into stany_mag (1,1181,'szt',0,0,0,'Sewera Paca z g¹pk¹ 20mm pomarañczowa','szt');"
1;1182;szt;0;0;0;Gam. Hak obejmy rury 110;;;szt;"insert into stany_mag (1,1182,'szt',0,0,0,'Gam. Hak obejmy rury 110','szt');"
1;1183;szt;836;0;668,8;Ceg³a pe³na;;26.40.11-13.11;szt;"insert into stany_mag (1,1183,'szt',836,0,668,8,'Ceg³a pe³na','szt');"
1;1184;szt;0;0;0;Sewera Kuweta mal.22x27cm;;;szt;"insert into stany_mag (1,1184,'szt',0,0,0,'Sewera Kuweta mal.22x27cm','szt');"
1;1185;szt;9;0;26,48;Sewera Kuweta mal.31x35cm;;;szt;"insert into stany_mag (1,1185,'szt',9,0,26,48,'Sewera Kuweta mal.31x35cm','szt');"
1;1186;szt;0;0;0;Wiadro bud. 12l;;;szt;"insert into stany_mag (1,1186,'szt',0,0,0,'Wiadro bud. 12l','szt');"
1;1187;m2;0;0;0;We³na SUPERROCK gr.180mm;;26.82.16-30.10;m2;"insert into stany_mag (1,1187,'m2',0,0,0,'We³na SUPERROCK gr.180mm','m2');"
1;1188;m2;0;0;0;We³na SUPERROCK gr.50mm;;26.82.16-30.10;m2;"insert into stany_mag (1,1188,'m2',0,0,0,'We³na SUPERROCK gr.50mm','m2');"
1;1189;100 szt;0,24;0;8,58;£acz.do okien 10x112;;;100 szt;"insert into stany_mag (1,1189,'100 szt',0,24,0,8,58,'£acz.do okien 10x112','100 szt');"
1;119;m2;0;0;0;Blacha p³aska RAL 3005  0,50/1250;;27.10.40-97.00;m2;"insert into stany_mag (1,119,'m2',0,0,0,'Blacha p³aska RAL 3005  0,50/1250','m2');"
1;1190;100 szt;1,18;0;47,25;£¹cz.do okien 10x132;;;100 szt;"insert into stany_mag (1,1190,'100 szt',1,18,0,47,25,'£¹cz.do okien 10x132','100 szt');"
1;1191;100 szt;1,41;0;69,22;£¹cz. do okien 10x152;;;100 szt;"insert into stany_mag (1,1191,'100 szt',1,41,0,69,22,'£¹cz. do okien 10x152','100 szt');"
1;1192;100 szt;0,44;0;24,93;£¹cz. do okien 10x182;;;100 szt;"insert into stany_mag (1,1192,'100 szt',0,44,0,24,93,'£¹cz. do okien 10x182','100 szt');"
1;1193;100 szt;0,87;0;60,32;£¹cz. do okien 10x202;;;100 szt;"insert into stany_mag (1,1193,'100 szt',0,87,0,60,32,'£¹cz. do okien 10x202','100 szt');"
1;1194;100 szt;1,86;0;42,84;£¹cz. do okien 10x72;;;100 szt;"insert into stany_mag (1,1194,'100 szt',1,86,0,42,84,'£¹cz. do okien 10x72','100 szt');"
1;1195;100 szt;0,34;0;11,36;£¹cz. do okien 10x92;;;100 szt;"insert into stany_mag (1,1195,'100 szt',0,34,0,11,36,'£¹cz. do okien 10x92','100 szt');"
1;1196;szt;0;0;0;Cekol  20 kg;;26.64.10-00.13;szt;"insert into stany_mag (1,1196,'szt',0,0,0,'Cekol  20 kg','szt');"
1;1197;szt;2;0;34,2;Sewera Paca metalowa 13x58 g³atka;;;szt;"insert into stany_mag (1,1197,'szt',2,0,34,2,'Sewera Paca metalowa 13x58 g³atka','szt');"
1;1198;szt;2;0;39,9;Sewera Paca met.13x68 g³atka;;;szt;"insert into stany_mag (1,1198,'szt',2,0,39,9,'Sewera Paca met.13x68 g³atka','szt');"
1;1199;szt;0;0;0;Sewera Paca met.13x78 g³atka;;;szt;"insert into stany_mag (1,1199,'szt',0,0,0,'Sewera Paca met.13x78 g³atka','szt');"
1;12;szt.;341;20;453,53;Naro¿nik al z siatk¹  14,3 -2,5 m;;28.11.23 - 76.39;szt.;"insert into stany_mag (1,12,'szt.',341,20,453,53,'Naro¿nik al z siatk¹  14,3 -2,5 m','szt.');"
1;120;szt;0;0;0;G¹sior powlekany Alfa  RAL  3005;;27.10.40-97.00;szt;"insert into stany_mag (1,120,'szt',0,0,0,'G¹sior powlekany Alfa  RAL  3005','szt');"
1;1200;szt;3;0;12,03;Paca plastikowa 130x270 z gum¹;;;szt;"insert into stany_mag (1,1200,'szt',3,0,12,03,'Paca plastikowa 130x270 z gum¹','szt');"
1;1201;szt;29;0;33,06;Taœma pakowa 48x50m;;;szt;"insert into stany_mag (1,1201,'szt',29,0,33,06,'Taœma pakowa 48x50m','szt');"
1;1202;100 szt;3,35;0;66,49;£¹cznik wzd³u¿ny;;;100 szt;"insert into stany_mag (1,1202,'100 szt',3,35,0,66,49,'£¹cznik wzd³u¿ny','100 szt');"
1;1203;szt;6;0;31,04;Paca plastik. z filcem130x270;;;szt;"insert into stany_mag (1,1203,'szt',6,0,31,04,'Paca plastik. z filcem130x270','szt');"
1;1204;szt;15;0;16,95;G¹bka œcierna 120;;;szt;"insert into stany_mag (1,1204,'szt',15,0,16,95,'G¹bka œcierna 120','szt');"
1;1205;szt;12;0;13,56;G¹bka œcierna 150;;;szt;"insert into stany_mag (1,1205,'szt',12,0,13,56,'G¹bka œcierna 150','szt');"
1;1206;szt;10;0;11,9;G¹bka œcierna 60;;;szt;"insert into stany_mag (1,1206,'szt',10,0,11,9,'G¹bka œcierna 60','szt');"
1;1207;szt;0;0;0;G¹bka 80;;;szt;"insert into stany_mag (1,1207,'szt',0,0,0,'G¹bka 80','szt');"
1;1208;100 szt;0,56;0;3,1;Ko³ek r.10/5x50;;;100 szt;"insert into stany_mag (1,1208,'100 szt',0,56,0,3,1,'Ko³ek r.10/5x50','100 szt');"
1;1209;100 szt;0,64;0;5,82;Ko³ek r.12/6x60;;;100 szt;"insert into stany_mag (1,1209,'100 szt',0,64,0,5,82,'Ko³ek r.12/6x60','100 szt');"
1;121;mb;0;0;0;Obróbka przyœcienna  RAL  3005;;27.10.40-97.00;mb;"insert into stany_mag (1,121,'mb',0,0,0,'Obróbka przyœcienna  RAL  3005','mb');"
1;1210;100 szt;2;0;10,42;Driva nylon 23mm;;;100 szt;"insert into stany_mag (1,1210,'100 szt',2,0,10,42,'Driva nylon 23mm','100 szt');"
1;1211;100 szt;2,1;0;36,51;Driva ZnAl metalowa;;;100 szt;"insert into stany_mag (1,1211,'100 szt',2,1,0,36,51,'Driva ZnAl metalowa','100 szt');"
1;1212;100 szt;4,9;0;5,78;Driva wkrêt hart.3x40;;;100 szt;"insert into stany_mag (1,1212,'100 szt',4,9,0,5,78,'Driva wkrêt hart.3x40','100 szt');"
1;1213;100 szt;9,97;0;29,01;Wkrêt hart. 4x50;;;100 szt;"insert into stany_mag (1,1213,'100 szt',9,97,0,29,01,'Wkrêt hart. 4x50','100 szt');"
1;1214;szt;60;0;29,4;Kotwa rozp.stal £SI 10x50;;;szt;"insert into stany_mag (1,1214,'szt',60,0,29,4,'Kotwa rozp.stal £SI 10x50','szt');"
1;1215;szt;44;0;18,04;Kotwa rozp. stal £SI 10x60;;;szt;"insert into stany_mag (1,1215,'szt',44,0,18,04,'Kotwa rozp. stal £SI 10x60','szt');"
1;1216;szt;54;0;32,94;Kotwa rozp. stal £SI 10x80;;;szt;"insert into stany_mag (1,1216,'szt',54,0,32,94,'Kotwa rozp. stal £SI 10x80','szt');"
1;1217;szt;1;0;0,9;Kotwa rozp. stal £SI 10x100;;;szt;"insert into stany_mag (1,1217,'szt',1,0,0,9,'Kotwa rozp. stal £SI 10x100','szt');"
1;1218;para;117;0;295,2;Rekawice Dragon;;;para;"insert into stany_mag (1,1218,'para',117,0,295,2,'Rekawice Dragon','para');"
1;1219;para;31;0;49,6;Rêkawice Nitrylowe;;;para;"insert into stany_mag (1,1219,'para',31,0,49,6,'Rêkawice Nitrylowe','para');"
1;122;mb;0;0;0;Wiatrownica I  RAL  3005;;27.10.40-97.00;mb;"insert into stany_mag (1,122,'mb',0,0,0,'Wiatrownica I  RAL  3005','mb');"
1;1220;szt;1;0;7,58;Tarcza diament.sgm. 125mm;;;szt;"insert into stany_mag (1,1220,'szt',1,0,7,58,'Tarcza diament.sgm. 125mm','szt');"
1;1221;szt;1;0;6,09;Tarcza diament. segm. 115mm;;;szt;"insert into stany_mag (1,1221,'szt',1,0,6,09,'Tarcza diament. segm. 115mm','szt');"
1;1222;szt;0;0;0;Tarcza diament. segm. 180mm;;;szt;"insert into stany_mag (1,1222,'szt',0,0,0,'Tarcza diament. segm. 180mm','szt');"
1;1223;szt;1;0;22,22;Tarcza diament. segm. 230mm;;;szt;"insert into stany_mag (1,1223,'szt',1,0,22,22,'Tarcza diament. segm. 230mm','szt');"
1;1224;szt;3;0;14,79;Tarcza diament.pe³na 115 mm;;;szt;"insert into stany_mag (1,1224,'szt',3,0,14,79,'Tarcza diament.pe³na 115 mm','szt');"
1;1225;szt;3;0;19,83;Tarcza diament. pe³na 125 mm;;;szt;"insert into stany_mag (1,1225,'szt',3,0,19,83,'Tarcza diament. pe³na 125 mm','szt');"
1;1226;szt;4;0;26,48;Tarcza diament. turbo 115 mm;;;szt;"insert into stany_mag (1,1226,'szt',4,0,26,48,'Tarcza diament. turbo 115 mm','szt');"
1;1227;szt;4;0;35,2;Tarcza diament. turbo 125 mm;;;szt;"insert into stany_mag (1,1227,'szt',4,0,35,2,'Tarcza diament. turbo 125 mm','szt');"
1;1228;szt;3;0;30,46;Tarcza diament.segm.Premium 115mm;;;szt;"insert into stany_mag (1,1228,'szt',3,0,30,46,'Tarcza diament.segm.Premium 115mm','szt');"
1;1229;szt;3;0;37,92;Tarcza diament.segm.Premium 125mm;;;szt;"insert into stany_mag (1,1229,'szt',3,0,37,92,'Tarcza diament.segm.Premium 125mm','szt');"
1;123;m2;27;0;196,29;Mata Domrock gr.100 mm;;26.82.16-10.21;m2;"insert into stany_mag (1,123,'m2',27,0,196,29,'Mata Domrock gr.100 mm','m2');"
1;1230;szt;5;0;38,85;Tarcza diament.pe³na Premium 115 mmm;;;szt;"insert into stany_mag (1,1230,'szt',5,0,38,85,'Tarcza diament.pe³na Premium 115 mmm','szt');"
1;1231;szt;2;0;22,02;Tarcza diament.pe³na Premium 125mm;;;szt;"insert into stany_mag (1,1231,'szt',2,0,22,02,'Tarcza diament.pe³na Premium 125mm','szt');"
1;1232;szt;4;0;44;Tarcza diament.turbo Premium 115mm;;;szt;"insert into stany_mag (1,1232,'szt',4,0,44,'Tarcza diament.turbo Premium 115mm','szt');"
1;1233;szt;5;0;73,4;Tarcza diament. turbo Premium 125 mm;;;szt;"insert into stany_mag (1,1233,'szt',5,0,73,4,'Tarcza diament. turbo Premium 125 mm','szt');"
1;1234;opk.;0,01;0;0,27;Rymid Brzeszczot do metal 72 szt;;;opk.;"insert into stany_mag (1,1234,'opk.',0,01,0,0,27,'Rymid Brzeszczot do metal 72 szt','opk.');"
1;1235;opk.;0,84;0;25,54;Rymid Brzeszczot do metal/drewno 72 szt;;;opk.;"insert into stany_mag (1,1235,'opk.',0,84,0,25,54,'Rymid Brzeszczot do metal/drewno 72 szt','opk.');"
1;1236;szt;0;0;0;Rymid m³otek ciesiel-dekarski GS-profi;;;szt;"insert into stany_mag (1,1236,'szt',0,0,0,'Rymid m³otek ciesiel-dekarski GS-profi','szt');"
1;1237;szt;0;0;0;Rymid Katownik 350mm metalowy;;;szt;"insert into stany_mag (1,1237,'szt',0,0,0,'Rymid Katownik 350mm metalowy','szt');"
1;1238;szt;0;0;0;Rymid Próbnik napiecia 140mm;;;szt;"insert into stany_mag (1,1238,'szt',0,0,0,'Rymid Próbnik napiecia 140mm','szt');"
1;1239;kpl;0;0;0;Rymid klucze imbusowe 2,5-10mm;;;kpl;"insert into stany_mag (1,1239,'kpl',0,0,0,'Rymid klucze imbusowe 2,5-10mm','kpl');"
1;124;m2;0;0;0;Mata Megarock gr. 150 mm;;26.82.16-10.21;m2;"insert into stany_mag (1,124,'m2',0,0,0,'Mata Megarock gr. 150 mm','m2');"
1;1240;szt;0;0;0;Rymid £om 300mm;;;szt;"insert into stany_mag (1,1240,'szt',0,0,0,'Rymid £om 300mm','szt');"
1;1241;szt;0;0;0;Rymid Przecinak œlusarski 300mm;;;szt;"insert into stany_mag (1,1241,'szt',0,0,0,'Rymid Przecinak œlusarski 300mm','szt');"
1;1242;szt;0;0;0;Rymid £om 400mm;;;szt;"insert into stany_mag (1,1242,'szt',0,0,0,'Rymid £om 400mm','szt');"
1;1243;kpl;0;0;0;Rymid Bity PZ-1 Stanlej  25 szt;;;kpl;"insert into stany_mag (1,1243,'kpl',0,0,0,'Rymid Bity PZ-1 Stanlej  25 szt','kpl');"
1;1244;kpl;0;0;0;Rymid Bity PH-3 Stanley 25szt.;;;kpl;"insert into stany_mag (1,1244,'kpl',0,0,0,'Rymid Bity PH-3 Stanley 25szt.','kpl');"
1;1245;kpl;0;0;0;Rymid Bity PZ-3 Stanley 25szt.;;;kpl;"insert into stany_mag (1,1245,'kpl',0,0,0,'Rymid Bity PZ-3 Stanley 25szt.','kpl');"
1;1246;szt;8;0;38,32;Wiadro bud. 20l;;;szt;"insert into stany_mag (1,1246,'szt',8,0,38,32,'Wiadro bud. 20l','szt');"
1;1247;szt;0;0;0;Rymid Wiert³o SDS extr. 6x210mm;;;szt;"insert into stany_mag (1,1247,'szt',0,0,0,'Rymid Wiert³o SDS extr. 6x210mm','szt');"
1;1248;szt;0;0;0;Rymid Poziomica 60cm wzmacniana magn.;;;szt;"insert into stany_mag (1,1248,'szt',0,0,0,'Rymid Poziomica 60cm wzmacniana magn.','szt');"
1;1249;kpl;0;0;0;Rymid Bity PZ-1,2x60mm Stanley 25st;;;kpl;"insert into stany_mag (1,1249,'kpl',0,0,0,'Rymid Bity PZ-1,2x60mm Stanley 25st','kpl');"
1;125;szt;485;0;2308,6;CD  60/4M Profil G³ówny;;28.11.23-63.19;szt;"insert into stany_mag (1,125,'szt',485,0,2308,6,'CD  60/4M Profil G³ówny','szt');"
1;1250;kpl;0,7;0;19,49;Rymid Bity PZ-2 Stanley 25szt;;;kpl;"insert into stany_mag (1,1250,'kpl',0,7,0,19,49,'Rymid Bity PZ-2 Stanley 25szt','kpl');"
1;1251;kpl;0;0;0;Rymid Bity PH-2 Stanley 50mm 10 szt;;;kpl;"insert into stany_mag (1,1251,'kpl',0,0,0,'Rymid Bity PH-2 Stanley 50mm 10 szt','kpl');"
1;1252;szt;0;0;0;We³na URSA DF43/ op.17,5m2;;26.14.12-50.11;szt;"insert into stany_mag (1,1252,'szt',0,0,0,'We³na URSA DF43/ op.17,5m2','szt');"
1;1253;szt;0;0;0;P³yta OSB 8/2,5x1,25;;;szt;"insert into stany_mag (1,1253,'szt',0,0,0,'P³yta OSB 8/2,5x1,25','szt');"
1;1254;szt;0;0;0;P³yta OSB 10/2,5x1,25;;;szt;"insert into stany_mag (1,1254,'szt',0,0,0,'P³yta OSB 10/2,5x1,25','szt');"
1;1255;szt;0;0;0;We³na  URSA /150mmx6,25m2;;26.14,12-50.11;szt;"insert into stany_mag (1,1255,'szt',0,0,0,'We³na  URSA /150mmx6,25m2','szt');"
1;1256;szt;3;0;18,12;Paca g³adka met.12x28;;;szt;"insert into stany_mag (1,1256,'szt',3,0,18,12,'Paca g³adka met.12x28','szt');"
1;1257;szt;0;0;0;Akryl-szpachlowy 310ml;;;szt;"insert into stany_mag (1,1257,'szt',0,0,0,'Akryl-szpachlowy 310ml','szt');"
1;1258;szt;0;0;0;Akryl-Gipos/Karton 310ml;;;szt;"insert into stany_mag (1,1258,'szt',0,0,0,'Akryl-Gipos/Karton 310ml','szt');"
1;1259;szt;5;0;52,55;Folia Stretch;;;szt;"insert into stany_mag (1,1259,'szt',5,0,52,55,'Folia Stretch','szt');"
1;126;opk.;0;0;0;WD 35/1000 Wkrêty do drewna;;;opk.;"insert into stany_mag (1,126,'opk.',0,0,0,'WD 35/1000 Wkrêty do drewna','opk.');"
1;1260;szt;18;0;587,52;Farba Jedynka wew. 10l;;;szt;"insert into stany_mag (1,1260,'szt',18,0,587,52,'Farba Jedynka wew. 10l','szt');"
1;1261;szt;20;0;929,24;Farba Œnie¿ka Eko wew. 10l;;;szt;"insert into stany_mag (1,1261,'szt',20,0,929,24,'Farba Œnie¿ka Eko wew. 10l','szt');"
1;1262;szt;15;0;379,86;Farba Œnie¿ka Eko wew. 5l;;;szt;"insert into stany_mag (1,1262,'szt',15,0,379,86,'Farba Œnie¿ka Eko wew. 5l','szt');"
1;1263;szt;0;0;0;"Rymid klucz ""Szwed"" 10"" gumowa r¹czka";;;szt;"insert into stany_mag (1,1263,'szt',0,0,0,'Rymid klucz ""Szwed"" 10"" gumowa r¹czka','szt');"
1;1264;szt;0;0;0;"Rymid klucz ""Huski"" 8""/200mm/chrom-ciemny";;;szt;"insert into stany_mag (1,1264,'szt',0,0,0,'Rymid klucz ""Huski"" 8""/200mm/chrom-ciemny','szt');"
1;1265;szt;0;0;0;"Rymid klucze inbusowe ""Torx'-Jobi""CV T15-T55 9el";;;szt;"insert into stany_mag (1,1265,'szt',0,0,0,'Rymid klucze inbusowe ""Torx'-Jobi""CV T15-T55 9el','szt');"
1;1266;szt;0;0;0;Rymid Ogranicznik automat.1/4 do grotu;;;szt;"insert into stany_mag (1,1266,'szt',0,0,0,'Rymid Ogranicznik automat.1/4 do grotu','szt');"
1;1267;szt;0;0;0;Rymid Zszywacz tapicerski 4-14mm;;;szt;"insert into stany_mag (1,1267,'szt',0,0,0,'Rymid Zszywacz tapicerski 4-14mm','szt');"
1;1268;szt;0;0;0;Rymid Szczypce do glazury 190mm;;;szt;"insert into stany_mag (1,1268,'szt',0,0,0,'Rymid Szczypce do glazury 190mm','szt');"
1;1269;szt;0;0;0;Rymid Przecinak 250x19mm kuty z os³on¹;;;szt;"insert into stany_mag (1,1269,'szt',0,0,0,'Rymid Przecinak 250x19mm kuty z os³on¹','szt');"
1;127;opk.;0;0;0;Tex 3,9/100;;;opk.;"insert into stany_mag (1,127,'opk.',0,0,0,'Tex 3,9/100','opk.');"
1;1270;szt;0;0;0;Rymid Nozyczki biurowe 22cm;;;szt;"insert into stany_mag (1,1270,'szt',0,0,0,'Rymid Nozyczki biurowe 22cm','szt');"
1;1271;szt;0;0;0;Rymid koñcówki do wkretarki 6+1;;;szt;"insert into stany_mag (1,1271,'szt',0,0,0,'Rymid koñcówki do wkretarki 6+1','szt');"
1;1272;szt;0;0;0;Rymid koñcówki do wkretarki  7 ele. stanley;;;szt;"insert into stany_mag (1,1272,'szt',0,0,0,'Rymid koñcówki do wkretarki  7 ele. stanley','szt');"
1;1273;szt;0;0;0;Rymid Wiert³o do kamienia SDS-Plus 6x260mm;;;szt;"insert into stany_mag (1,1273,'szt',0,0,0,'Rymid Wiert³o do kamienia SDS-Plus 6x260mm','szt');"
