unique_identifier,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,l0,l1,l2,l3,l4,level,segment,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,lcm_or_aut,lcm_max,lcm_mid,lcm_min,lcm_min_Y1,lcm_min_Y2,lcm_min_Y3,lcm_mid_Y1,lcm_mid_Y2,lcm_mid_Y3,lcm_max_Y1,lcm_max_Y2,lcm_max_Y3,autorlcm_min_Y1,autorlcm_min_Y2,autorlcm_min_Y3,autorlcm_mid_Y1,autorlcm_mid_Y2,autorlcm_mid_Y3,autorlcm_max_Y1,autorlcm_max_Y2,autorlcm_max_Y3,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,baseline_mid,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3
202,12,15,0.25,0.6,0.99,Consumer,Customer Care,All,Billing & Collections,Collections,4,Core,0.25,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.75,0.888297872,0.95212766,0.984042553,0.968085106,0.95212766,0.957446809,0.920212766,0.888297872,0.872340426,0.79787234,0.75,0.984042553,0.968085106,0.95212766,0.957446809,0.920212766,0.888297872,0.872340426,0.79787234,0.75,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1.01,1.01,1.05,1.01,1.01,1.08,0.96,0.96,0.95,0.92,0.92,0.91,0.89,0.89,0.65,headcount,13.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
203,13,16,0.25,0.6,0.99,Consumer,Customer Care,All,Billing & Collections,Customer Usage Administration,4,Core,0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.8,0.910638298,0.961702128,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1.01,1.01,1.05,1.01,1.01,1.08,0.96,0.96,0.95,0.92,0.92,0.91,0.89,0.89,0.65,stcsub,14.5,1,2,3,4,1,2,3,4,1,2,3,4
204,17,21,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,N/A,N/A,2,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,stcsub,19,1,2,3,4,1,2,3,4,1,2,3,4
205,1,1,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,1,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
206,10,13,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,Centers Governance,4,Core,0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.8,0.910638298,0.961702128,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,11.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
207,28,34,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,Quality Assurance,4,Core,0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.8,0.910638298,0.961702128,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,stcsub,31,1,2,3,4,1,2,3,4,1,2,3,4
208,8,10,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,9,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
209,24,30,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,Service Assurance Operations,4,Core,0.33,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.67,0.852553191,0.936808511,0.97893617,0.95787234,0.936808511,0.943829787,0.894680851,0.852553191,0.831489362,0.733191489,0.67,0.97893617,0.95787234,0.936808511,0.943829787,0.894680851,0.852553191,0.831489362,0.733191489,0.67,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,conrev,27,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
210,8,10,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,Technology Systems Support,4,Support,0.63,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,0.37,0.718510638,0.879361702,0.959787234,0.919574468,0.879361702,0.892765957,0.79893617,0.718510638,0.678297872,0.490638298,0.37,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,stcsub,9,1,2,3,4,1,2,3,4,1,2,3,4
211,17,21,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,User Access,4,Core,0.39,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.61,0.825744681,0.925319149,0.975106383,0.950212766,0.925319149,0.933617021,0.875531915,0.825744681,0.800851064,0.684680851,0.61,0.975106383,0.950212766,0.925319149,0.933617021,0.875531915,0.825744681,0.800851064,0.684680851,0.61,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,stcsub,19,1,2,3,4,1,2,3,4,1,2,3,4
212,1,1,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,E-Care,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,1,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
213,159,199,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,E-Care,Social Media,4,Core,0.17,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.83,0.924042553,0.967446809,0.989148936,0.978297872,0.967446809,0.97106383,0.945744681,0.924042553,0.913191489,0.862553191,0.83,0.989148936,0.978297872,0.967446809,0.97106383,0.945744681,0.924042553,0.913191489,0.862553191,0.83,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,179,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
214,58,72,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,E-Care,STC Channels,4,Core,0.17,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.83,0.924042553,0.967446809,0.989148936,0.978297872,0.967446809,0.97106383,0.945744681,0.924042553,0.913191489,0.862553191,0.83,0.989148936,0.978297872,0.967446809,0.97106383,0.945744681,0.924042553,0.913191489,0.862553191,0.83,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,65,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
215,1,1,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Employee Management,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,whorev,1,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
216,54,67,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Employee Management,Employee Support,4,Core,0.33,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.67,0.852553191,0.936808511,0.97893617,0.95787234,0.936808511,0.943829787,0.894680851,0.852553191,0.831489362,0.733191489,0.67,0.97893617,0.95787234,0.936808511,0.943829787,0.894680851,0.852553191,0.831489362,0.733191489,0.67,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,conrev,60.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
217,10,13,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Employee Management,Workforce Management,4,Core,0.58,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,0.42,0.740851064,0.88893617,0.962978723,0.925957447,0.88893617,0.901276596,0.814893617,0.740851064,0.703829787,0.53106383,0.42,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,conrev,11.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
218,2,2,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Fixed Services,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,2,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
219,64,81,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Fixed Services,Fixed Financial & General Complaints,4,Core,0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.81,0.915106383,0.963617021,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,72.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
220,39,49,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Fixed Services,Fixed Service Closure Assurance,4,Core,0.21,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.79,0.906170213,0.959787234,0.986595745,0.973191489,0.959787234,0.964255319,0.932978723,0.906170213,0.892765957,0.830212766,0.79,0.986595745,0.973191489,0.959787234,0.964255319,0.932978723,0.906170213,0.892765957,0.830212766,0.79,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,whorev,44,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
221,85,107,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Fixed Services,Fixed Technical Complaints,4,Core,0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.81,0.915106383,0.963617021,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,96,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
222,3,3,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Mobile Services,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,3,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
223,121,151,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Mobile Services,Mobile Financial & General Complaints,4,Core,0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.8,0.910638298,0.961702128,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,0.987234043,0.974468085,0.961702128,0.965957447,0.936170213,0.910638298,0.89787234,0.838297872,0.8,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,136,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
224,46,57,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Mobile Services,Mobile Service Closure Assurance,4,Core,0.16,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.84,0.928510638,0.969361702,0.989787234,0.979574468,0.969361702,0.972765957,0.94893617,0.928510638,0.918297872,0.870638298,0.84,0.989787234,0.979574468,0.969361702,0.972765957,0.94893617,0.928510638,0.918297872,0.870638298,0.84,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,51.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
225,82,102,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Mobile Services,Mobile Technical Complaints,4,Core,0.14,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.86,0.937446809,0.973191489,0.99106383,0.98212766,0.973191489,0.976170213,0.955319149,0.937446809,0.928510638,0.886808511,0.86,0.99106383,0.98212766,0.973191489,0.976170213,0.955319149,0.937446809,0.928510638,0.886808511,0.86,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,92,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
226,4,5,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,conrev,4.5,1,1.1,1.15,1.2,1,1.1,1.15,1.2,1,1.1,1.15,1.2
227,18,22,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,Operational Reporting,4,Core,0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.81,0.915106383,0.963617021,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,20,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
228,4,4,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,Outsource Operations,4,Support,0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.81,0.915106383,0.963617021,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,whorev,4,1,1.066666667,1.1,6.666666667,1,1.066666667,1.1,1.133333333,1,1.066666667,1.1,1.133333333
229,11,14,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,Planning,4,Core,0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.81,0.915106383,0.963617021,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,0.98787234,0.975744681,0.963617021,0.967659574,0.939361702,0.915106383,0.902978723,0.846382979,0.81,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,headcount,12.5,1,1.318391569,1.58704149,3.216166164,1,1.318391569,1.58704149,3.905861087,1,1.318391569,1.58704149,1.85569141
230,1,1,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Sales Center,N/A,3,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,1,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
231,146,183,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Sales Center,Retention Support,4,Core,0.25,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.75,0.888297872,0.95212766,0.984042553,0.968085106,0.95212766,0.957446809,0.920212766,0.888297872,0.872340426,0.79787234,0.75,0.984042553,0.968085106,0.95212766,0.957446809,0.920212766,0.888297872,0.872340426,0.79787234,0.75,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,entrev,164.5,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
232,52,65,0.25,0.6,0.99,Consumer,Customer Care,Customer Care Centers,Sales Center,Sales,4,Core,0.32,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,lcm,0.68,0.857021277,0.938723404,0.979574468,0.959148936,0.938723404,0.945531915,0.89787234,0.857021277,0.836595745,0.741276596,0.68,0.979574468,0.959148936,0.938723404,0.945531915,0.89787234,0.857021277,0.836595745,0.741276596,0.68,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1,1,1.27,1,1,1.05,1,1,1.08,0.96,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.65,stcsub,58.5,1,2,3,4,1,2,3,4,1,2,3,4
233,3,3,0.25,0.6,0.99,Consumer,Customer Care,Customer Experience,N/A,N/A,2,NA,1,0.97,0.94,0.91,0.92,0.85,0.79,0.831128503,0.733155769,0.48,1,1,1,1,1,1,1,1,3,aut,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1.00E+04,2707,0,0,0,0,NA,NA,0,NA,NA,NA,1.11,1.11,1.27,1.22,1.22,1.05,1.35,1.35,1.08,0.9,0.9,0.95,0.81,0.81,0.91,0.73,0.73,0.65,entrev,3,1,1.2,1.3,1.4,1,1.2,1.3,8.333333333,1,1.2,1.3,1.4
